ticker,platform,kappa,theta,xi,rho,v0,lambda_j,mu_j,sigma_j,feller_satisfied,converged,mse,log_likelihood,log_likelihood_heston,lr_statistic,p_value_jump_significance,n_obs
0xad6d309aaa500d96855996e84da00dfb2379548a693ca684d0877cf94fec05d1,polymarket,0.01,3.541121871254065,0.01,-0.3,1e-06,34.91990509753106,0.0,2.999452959681503,True,True,2077.0004855970797,-1372.4427774321844,-1704.065880667942,663.2462064715155,1.955901450219232e-143,262
0xafde9e890a2db339b6515cd75c2d09574dcaf731b483a1ef6ea0a3abc5ec8abd,polymarket,0.01,2.962328120660566,0.01,-0.3,1e-06,12.621019422234925,0.0,2.998030812909812,True,True,1602.1771888004007,-878.6685428438187,-906.1094256470278,54.881765606418185,7.27675324655976e-12,172
0xb26fd99a7b7bae4e13c9bb3becf65353708a805f9c1aea74484d107e6ba512cd,polymarket,0.01,9.999999976537342,0.44568811489961063,-0.3,1e-06,99.95602338110847,0.0,1.528009474088533,True,True,6446.678760422533,-1497.8526926900167,-1603.4697141353727,211.23404289071186,1.575701654996891e-45,258
0xb3b8ce34ae09a3d89aa860f033a2309b28f4712b1879bc5c6f787df3788e5d1d,polymarket,0.01,2.7804732177319034,0.22173532711512986,-0.3,2.5633219632199356,4.865717751801765,3.188435473566884,1.9130599771828056,True,True,26.292301295228746,-125.19664134462491,-126.50203335747537,2.610784025700923,0.45560210374204846,41
0xb3e11395bc67c2ad811de3ea4f58d47778e7a7d209eb73bc04a21c5a7472c186,polymarket,0.01,1.0046319007478774,0.1416805861212478,0.0,1e-06,19.77329585399986,1.640484558856709,1.1583468437856386,True,True,150.55209992893768,-710.651432151542,-802.9989347194115,184.69500513573894,8.540621254663179e-40,181
0xb92f22143e7b48609a82573fa8197dc73683a15acb467b0f51ee63da7e3f520b,polymarket,0.01,9.99940130070466,0.01,-0.5,1e-06,98.99759983485286,0.0,1.5756812305455696,True,True,2181.304786652825,-1415.6944536573787,-1678.9833740600757,526.5778408053939,8.290266397837009e-114,269
0xbb01eefb24a38a9aa1921ec168d3049e7374b28a2540937d06b3ff2524d66627,polymarket,0.01,3.5535689739823533,0.2665888629662961,-0.3,1e-06,6.18505859202833,0.0,2.581705533202576,True,True,342.2434001709103,-1036.4783752395438,-1065.628740882287,58.30073128548656,1.3558152007719415e-12,239
0xc53c00d3ed7df96cb528e049ca2d8a6056b620a82bfffd3ad58d35c5f92c02d6,polymarket,0.01,9.999041499016748,0.01,-0.5,1e-06,97.49808696389483,0.0,1.2823202563700866,True,True,1488.3309685009149,-862.1879092774029,-917.0380318711542,109.70024518750256,1.2730470155712044e-23,170
0xc6485bb7ea46d7bb89beb9c91e7572ecfc72a6273789496f78bc5e989e4d1638,polymarket,42.395541209970986,9.294805921768235,0.3,0.5,5.0,76.25163670041097,-3.0915346881662664,2.38165939040644,True,True,1230.122747037877,-1502.8646919541998,-1586.3581668623385,166.9869498162775,5.689887772524224e-36,302
0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,polymarket,0.01,2.695382577708812,0.1835018990518357,0.5,1e-06,13.27232411547882,-1.5960641467029757,1.1558887718557656,True,True,711.0165323448082,-1401.2953689223086,-1457.2811837981646,111.97162975171204,4.130394536794991e-24,298
0xced9f9d90c94db9f1e1dbd7d9fba82fe4fa7431c0d4e91e28896c8ac2d6acadd,polymarket,0.01,9.479580130467872,0.4335749358848475,-0.3,1e-06,99.90349292661617,0.0,1.722235378634401,True,True,1572.4634002196515,-1381.8988987750706,-1754.902597394923,746.0073972397049,2.2153613810969565e-161,271
0xd1cce1f51effdf3957144fdc87b5e8aace1d1f7ab21976a046b71744ecad8443,polymarket,0.01,3.5846552087368195,0.26685361475377206,0.5,1e-06,24.139857806668253,-3.155280972898655,2.0233887804340074,True,True,1429.8296798176038,-1318.4662919984276,-1750.9293138437415,864.9260436906279,3.586136230643431e-187,261
0xd28eff5dc23bc2520042f8722add1afc39cdc9ea00650262e75a5d3bafeed06b,polymarket,0.01,9.99549297411857,0.44409971507064006,-0.3,5.0,99.987637959063,0.0,2.1983679850734306,True,True,1283.8586813880556,-924.5892976447271,-1308.4855557663614,767.7925162432684,4.1792659902470466e-166,185
0xd4a957e7b51fc2e74c4f1909583972011772eda01aada975251aeaffbbc73f56,polymarket,0.01,10.0,0.4449475282985066,-0.3,5.0,100.0,5.0,3.0,True,True,12856.855706893519,-219.70705163525207,-211.1180277359059,0.0,1.0,24
0xd6f4c41fd20b8c6d5b48d528ead981d8fdf3da99d05018443e2d5bc60085e3dd,polymarket,0.01,2.0096190831190954,0.01,-0.3,1e-06,7.752175775172466,-5.0,3.0,True,True,1086.9861860717078,-943.5898252311844,-1142.7927201847167,398.4057899070647,4.903100900620911e-86,192
0xdcb247a07c561e4d960cd5bd9346bfcd205a9ae6557263b390e93f9e90ca56ee,polymarket,0.01,5.156294664804491,0.28377999240875534,-0.3,1e-06,13.590915541117202,4.9952570391531905,2.997151544529617,True,True,429.02268115235984,-173.53857530437364,-187.65326108110335,28.22937155345943,3.2508737272257086e-06,39
0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,polymarket,0.01,9.911983347862773,0.01,-0.5,1e-06,3.894825866827243,0.0,2.476462180445551,True,True,625.1392548040005,-1414.56940999441,-1424.7560987938864,20.37337759895263,0.000142030070827287,305
